_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,hedge,orig_hedge,hedge_gold,sentence,usage1,usage2
513481637,7/30/2014 23:20:55,false,1338423446,,7/30/2014 23:17:06,false,neodev,0.7619,11020476,ARG,01,Munro,186.138.219.195,yes,siento,,"No, lo <strong>siento</strong>, tú eres una sabandija y tendrás el destino de las sabandijas.",Siento que podríamos trabajar más a fondo.,Siento un dolor fuerte en el estómago.
513481637,7/30/2014 23:24:23,false,1338425634,,7/30/2014 23:21:18,false,neodev,0.8,21698983,ECU,10,Guayaquil,190.130.158.68,yes,siento,,"No, lo <strong>siento</strong>, tú eres una sabandija y tendrás el destino de las sabandijas.",Siento que podríamos trabajar más a fondo.,Siento un dolor fuerte en el estómago.
513481638,7/30/2014 21:53:30,true,1338359405,,7/30/2014 21:50:04,false,neodev,0.8889,28741632,CHL,01,Valparaiso,190.161.220.158,yes,sin duda,yes,"Buena gesta la de este soldado <strong>sin duda</strong>, gran valentía y amor a su nación independientemente de si fuese NSDAP o no, ya que hay que tener mucho valor y sangre fría para actuar así cuando las cosas están jodidas...",Sin duda el evento será un éxito.,"Al terminar la clase, quedé sin duda alguna sobre el material."
513481638,7/30/2014 21:55:03,true,1338360734,,7/30/2014 21:53:08,false,neodev,0.9231,18768786,ARG,01,Necochea,200.89.154.130,yes,sin duda,yes,"Buena gesta la de este soldado <strong>sin duda</strong>, gran valentía y amor a su nación independientemente de si fuese NSDAP o no, ya que hay que tener mucho valor y sangre fría para actuar así cuando las cosas están jodidas...",Sin duda el evento será un éxito.,"Al terminar la clase, quedé sin duda alguna sobre el material."
513481638,7/30/2014 22:01:10,true,1338365718,,7/30/2014 21:59:13,false,neodev,1.0,20488007,ARG,01,Munro,181.167.169.53,yes,sin duda,yes,"Buena gesta la de este soldado <strong>sin duda</strong>, gran valentía y amor a su nación independientemente de si fuese NSDAP o no, ya que hay que tener mucho valor y sangre fría para actuar así cuando las cosas están jodidas...",Sin duda el evento será un éxito.,"Al terminar la clase, quedé sin duda alguna sobre el material."
513481638,7/30/2014 22:48:26,true,1338401402,,7/30/2014 22:45:17,false,prizeplank,0.8824,14442314,CHL,12,Santiago,179.8.146.191,yes,sin duda,yes,"Buena gesta la de este soldado <strong>sin duda</strong>, gran valentía y amor a su nación independientemente de si fuese NSDAP o no, ya que hay que tener mucho valor y sangre fría para actuar así cuando las cosas están jodidas...",Sin duda el evento será un éxito.,"Al terminar la clase, quedé sin duda alguna sobre el material."
513481638,7/30/2014 23:04:17,true,1338412636,,7/30/2014 23:00:57,false,neodev,0.9231,18768786,ARG,01,Necochea,200.89.154.130,yes,sin duda,yes,"Buena gesta la de este soldado <strong>sin duda</strong>, gran valentía y amor a su nación independientemente de si fuese NSDAP o no, ya que hay que tener mucho valor y sangre fría para actuar así cuando las cosas están jodidas...",Sin duda el evento será un éxito.,"Al terminar la clase, quedé sin duda alguna sobre el material."
513481638,7/30/2014 23:09:10,true,1338416012,,7/30/2014 23:07:55,false,neodev,0.9231,18768786,ARG,01,Necochea,200.89.154.130,yes,sin duda,yes,"Buena gesta la de este soldado <strong>sin duda</strong>, gran valentía y amor a su nación independientemente de si fuese NSDAP o no, ya que hay que tener mucho valor y sangre fría para actuar así cuando las cosas están jodidas...",Sin duda el evento será un éxito.,"Al terminar la clase, quedé sin duda alguna sobre el material."
513481640,7/30/2014 21:43:51,true,1338350874,,7/30/2014 21:37:44,false,neodev,0.9231,18768786,ARG,01,Necochea,200.89.154.130,yes,quien sabe,yes,"Pero quizá, en una novela posterior incluyó a Carlos Espa, <strong>quien sabe</strong>...",Quién sabe si esto funcione.,¿Quién sabe cómo resolver este problema?
513481640,7/30/2014 22:03:44,true,1338367828,,7/30/2014 22:02:45,false,neodev,0.8889,28741632,CHL,01,Valparaiso,190.161.220.158,yes,quien sabe,yes,"Pero quizá, en una novela posterior incluyó a Carlos Espa, <strong>quien sabe</strong>...",Quién sabe si esto funcione.,¿Quién sabe cómo resolver este problema?
513481640,7/30/2014 22:44:29,true,1338398803,,7/30/2014 22:35:40,false,neodev,0.875,21838998,PER,15,Lima,190.233.198.214,yes,quien sabe,yes,"Pero quizá, en una novela posterior incluyó a Carlos Espa, <strong>quien sabe</strong>...",Quién sabe si esto funcione.,¿Quién sabe cómo resolver este problema?
513481640,7/30/2014 22:56:14,true,1338407164,,7/30/2014 22:53:20,false,clixsense,0.75,14529443,MEX,"","",201.138.172.159,yes,quien sabe,yes,"Pero quizá, en una novela posterior incluyó a Carlos Espa, <strong>quien sabe</strong>...",Quién sabe si esto funcione.,¿Quién sabe cómo resolver este problema?
513481640,7/30/2014 22:56:47,true,1338407543,,7/30/2014 22:55:23,false,prizeplank,0.8824,14442314,CHL,12,Santiago,179.8.146.191,yes,quien sabe,yes,"Pero quizá, en una novela posterior incluyó a Carlos Espa, <strong>quien sabe</strong>...",Quién sabe si esto funcione.,¿Quién sabe cómo resolver este problema?
513481640,7/30/2014 23:20:55,true,1338423439,,7/30/2014 23:17:06,false,neodev,0.7619,11020476,ARG,01,Munro,186.138.219.195,yes,quien sabe,yes,"Pero quizá, en una novela posterior incluyó a Carlos Espa, <strong>quien sabe</strong>...",Quién sabe si esto funcione.,¿Quién sabe cómo resolver este problema?
513481641,7/30/2014 21:50:59,false,1338357365,,7/30/2014 21:48:09,false,neodev,0.9231,18768786,ARG,01,Necochea,200.89.154.130,yes,principalmente,,"La pista es PESCCP&gt;  &gt;..............&lt;El secreto estaba en los Escolios II y III <strong>principalmente</strong>, situados en las páginas 184 y 189 respectivamente del PESCCP, y muy en concreto las páginas 190, 191, etcétera.",El orégano se usa principalmente como condimento.,Otro
513481641,7/30/2014 22:02:36,false,1338366910,,7/30/2014 22:01:33,false,neodev,0.8889,28741632,CHL,01,Valparaiso,190.161.220.158,yes,principalmente,,"La pista es PESCCP&gt;  &gt;..............&lt;El secreto estaba en los Escolios II y III <strong>principalmente</strong>, situados en las páginas 184 y 189 respectivamente del PESCCP, y muy en concreto las páginas 190, 191, etcétera.",El orégano se usa principalmente como condimento.,Otro
513481641,7/30/2014 22:47:20,false,1338400547,,7/30/2014 22:45:07,false,neodev,0.7619,11020476,ARG,01,Munro,186.138.219.195,yes,principalmente,,"La pista es PESCCP&gt;  &gt;..............&lt;El secreto estaba en los Escolios II y III <strong>principalmente</strong>, situados en las páginas 184 y 189 respectivamente del PESCCP, y muy en concreto las páginas 190, 191, etcétera.",El orégano se usa principalmente como condimento.,Otro
513481642,7/30/2014 22:46:26,false,1338400069,,7/30/2014 22:44:11,false,neodev,0.9231,18768786,ARG,01,Necochea,200.89.154.130,yes,aparentemente,,"Pero, hasta el momento, no se ha comprobado su participación directa en los crímenes perpetrados por sus novios sicarios Por esta razón, el jefe de la Policía de La Libertad, coronel PNP Roger Torres Mendoza, indicó que en el teléfono móvil de Gringasha, se leen mensajes en los que <strong>aparentemente</strong> se dan cuenta sobre presuntos actos delictivos, información que ya está en manos de la Fiscalía y se espera la decisión que tomen respecto de estos mensajes.",Aparentemente habrá un concierto esta tarde.,Otro
513481642,7/30/2014 22:51:04,false,1338403438,,7/30/2014 22:50:18,false,neodev,0.7619,11020476,ARG,01,Munro,186.138.219.195,yes,aparentemente,,"Pero, hasta el momento, no se ha comprobado su participación directa en los crímenes perpetrados por sus novios sicarios Por esta razón, el jefe de la Policía de La Libertad, coronel PNP Roger Torres Mendoza, indicó que en el teléfono móvil de Gringasha, se leen mensajes en los que <strong>aparentemente</strong> se dan cuenta sobre presuntos actos delictivos, información que ya está en manos de la Fiscalía y se espera la decisión que tomen respecto de estos mensajes.",Aparentemente habrá un concierto esta tarde.,Otro
513481642,7/30/2014 23:02:01,false,1338411241,,7/30/2014 23:00:09,false,prizeplank,0.8824,14442314,CHL,12,Santiago,179.8.146.191,yes,aparentemente,,"Pero, hasta el momento, no se ha comprobado su participación directa en los crímenes perpetrados por sus novios sicarios Por esta razón, el jefe de la Policía de La Libertad, coronel PNP Roger Torres Mendoza, indicó que en el teléfono móvil de Gringasha, se leen mensajes en los que <strong>aparentemente</strong> se dan cuenta sobre presuntos actos delictivos, información que ya está en manos de la Fiscalía y se espera la decisión que tomen respecto de estos mensajes.",Aparentemente habrá un concierto esta tarde.,Otro
513481643,7/30/2014 22:03:44,false,1338367850,,7/30/2014 22:02:45,false,neodev,0.8889,28741632,CHL,01,Valparaiso,190.161.220.158,yes,rara vez,,"no mi Galvan <strong>rara vez</strong> yo tomo cerveza mexa aca muy rara ni siquiera negra modelo, pero la semana pasada la niora pues me compro un seisito de corona y pues ni modo de decirle que no",Rara vez ceno en ese restaurante.,Otro
513481643,7/30/2014 22:30:36,false,1338389713,,7/30/2014 22:27:22,false,neodev,0.9231,18768786,ARG,01,Necochea,200.89.154.130,yes,rara vez,,"no mi Galvan <strong>rara vez</strong> yo tomo cerveza mexa aca muy rara ni siquiera negra modelo, pero la semana pasada la niora pues me compro un seisito de corona y pues ni modo de decirle que no",Rara vez ceno en ese restaurante.,Otro
513481643,7/30/2014 23:11:23,false,1338417260,,7/30/2014 23:09:57,false,prizeplank,0.8824,14442314,CHL,12,Santiago,179.8.146.191,yes,rara vez,,"no mi Galvan <strong>rara vez</strong> yo tomo cerveza mexa aca muy rara ni siquiera negra modelo, pero la semana pasada la niora pues me compro un seisito de corona y pues ni modo de decirle que no",Rara vez ceno en ese restaurante.,Otro
513481644,7/30/2014 22:03:52,false,1338367978,,7/30/2014 22:01:12,false,neodev,1.0,20488007,ARG,01,Munro,181.167.169.53,yes,raramente,,"El obispo afirma que en la televisión sueca se limitó a dar ""una opinión de una persona que no es historiador, una opinión formada hace 20 años en virtud de los datos que entonces estaban disponibles, y que desde entonces había expresado <strong>raramente</strong> en público"".",Raramente ceno en ese restaurante.,Otro
513481644,7/30/2014 22:04:11,false,1338368289,,7/30/2014 22:01:00,false,tremorgames,0.7143,16655810,PER,15,Lima,190.113.213.176,yes,raramente,,"El obispo afirma que en la televisión sueca se limitó a dar ""una opinión de una persona que no es historiador, una opinión formada hace 20 años en virtud de los datos que entonces estaban disponibles, y que desde entonces había expresado <strong>raramente</strong> en público"".",Raramente ceno en ese restaurante.,Otro
513481644,7/30/2014 22:12:20,false,1338374867,,7/30/2014 22:09:55,false,neodev,0.9231,18768786,ARG,01,Necochea,200.89.154.130,yes,raramente,,"El obispo afirma que en la televisión sueca se limitó a dar ""una opinión de una persona que no es historiador, una opinión formada hace 20 años en virtud de los datos que entonces estaban disponibles, y que desde entonces había expresado <strong>raramente</strong> en público"".",Raramente ceno en ese restaurante.,Otro
513481645,7/30/2014 22:13:51,false,1338376105,,7/30/2014 22:12:57,false,neodev,0.8889,28741632,CHL,01,Valparaiso,190.161.220.158,yes,gran parte,,* Este artículo traduce en <strong>gran parte</strong> el correspondiente en inglés: [[1]],Una gran parte de ustedes me conoce.,Otro
513481645,7/30/2014 22:27:18,false,1338387402,,7/30/2014 22:23:03,false,neodev,0.9231,18768786,ARG,01,Necochea,200.89.154.130,yes,gran parte,,* Este artículo traduce en <strong>gran parte</strong> el correspondiente en inglés: [[1]],Una gran parte de ustedes me conoce.,Otro
513481645,7/30/2014 22:59:21,false,1338409455,,7/30/2014 22:58:16,false,neodev,0.7619,11020476,ARG,01,Munro,186.138.219.195,yes,gran parte,,* Este artículo traduce en <strong>gran parte</strong> el correspondiente en inglés: [[1]],Una gran parte de ustedes me conoce.,Otro
513481646,7/30/2014 22:51:04,false,1338403445,,7/30/2014 22:50:18,false,neodev,0.7619,11020476,ARG,01,Munro,186.138.219.195,yes,generalmente,,"DISTRIBUIDORA MARESO, opora en trujillo y <strong>generalmente</strong> solicita personal a nombre de otras empresas reconocidas (solicita con el interes de robar dinero?",Generalmente no salgo los jueves por la tarde.,Otro
513481646,7/30/2014 22:55:51,false,1338406809,,7/30/2014 22:48:49,false,neodev,0.9231,18768786,ARG,01,Necochea,200.89.154.130,yes,generalmente,,"DISTRIBUIDORA MARESO, opora en trujillo y <strong>generalmente</strong> solicita personal a nombre de otras empresas reconocidas (solicita con el interes de robar dinero?",Generalmente no salgo los jueves por la tarde.,Otro
513481646,7/30/2014 23:01:51,false,1338411112,,7/30/2014 22:59:12,false,clixsense,0.75,14529443,MEX,"","",201.138.172.159,yes,generalmente,,"DISTRIBUIDORA MARESO, opora en trujillo y <strong>generalmente</strong> solicita personal a nombre de otras empresas reconocidas (solicita con el interes de robar dinero?",Generalmente no salgo los jueves por la tarde.,Otro
513481647,7/30/2014 22:00:20,false,1338365113,,7/30/2014 21:57:10,false,neodev,0.9231,18768786,ARG,01,Necochea,200.89.154.130,yes,practicamente,,"El color rubio platino es <strong>practicamente</strong> exclusivo del fenotipo Nordico  Si algunos se pintan el pelo de otro color como negro, azul, rosado, entre otros pero son muy pocos",La película es prácticamente una parodia.,Otro
513481647,7/30/2014 22:51:04,false,1338403434,,7/30/2014 22:50:18,false,neodev,0.7619,11020476,ARG,01,Munro,186.138.219.195,yes,practicamente,,"El color rubio platino es <strong>practicamente</strong> exclusivo del fenotipo Nordico  Si algunos se pintan el pelo de otro color como negro, azul, rosado, entre otros pero son muy pocos",La película es prácticamente una parodia.,Otro
513481647,7/30/2014 23:00:31,false,1338410309,,7/30/2014 22:57:20,false,neodev,0.8,21698983,ECU,10,Guayaquil,190.130.158.68,yes,practicamente,,"El color rubio platino es <strong>practicamente</strong> exclusivo del fenotipo Nordico  Si algunos se pintan el pelo de otro color como negro, azul, rosado, entre otros pero son muy pocos",La película es prácticamente una parodia.,Otro
513481648,7/30/2014 22:30:36,false,1338389742,,7/30/2014 22:27:22,false,neodev,0.9231,18768786,ARG,01,Necochea,200.89.154.130,yes,por decir algo,,Compara a esas marcas pero en vehículos del mismo segmento por ejemplo entre los que tengan motores de 1.6 litros <strong>por decir algo</strong>.,"Podrías salir a comer, por decir algo.",Castigaron a Manuel por decir algo ofensivo.
513481648,7/30/2014 22:58:31,false,1338408680,,7/30/2014 22:56:51,false,prizeplank,0.8824,14442314,CHL,12,Santiago,179.8.146.191,yes,por decir algo,,Compara a esas marcas pero en vehículos del mismo segmento por ejemplo entre los que tengan motores de 1.6 litros <strong>por decir algo</strong>.,"Podrías salir a comer, por decir algo.",Castigaron a Manuel por decir algo ofensivo.
513481648,7/30/2014 22:59:10,false,1338409280,,7/30/2014 22:56:55,false,clixsense,0.75,14529443,MEX,"","",201.138.172.159,yes,por decir algo,,Compara a esas marcas pero en vehículos del mismo segmento por ejemplo entre los que tengan motores de 1.6 litros <strong>por decir algo</strong>.,"Podrías salir a comer, por decir algo.",Castigaron a Manuel por decir algo ofensivo.
513481649,7/30/2014 21:58:13,true,1338363486,,7/30/2014 21:56:18,false,neodev,0.8889,28741632,CHL,01,Valparaiso,190.161.220.158,yes,reducido,yes,"uff pues de plano no, pero si nos referimos a cometer ese acto de infidelidad pues no es un mito... debe de haber hombres fieles, mas me imagino que en un numero muy muy <strong>reducido</strong>, digamos un 1% fiel contra un 99% infiel ?",El espacio para convivir es reducido.,Los fondos para el arte se han reducido.
513481649,7/30/2014 22:07:42,true,1338370979,,7/30/2014 22:04:05,false,neodev,0.9231,18768786,ARG,01,Necochea,200.89.154.130,yes,reducido,yes,"uff pues de plano no, pero si nos referimos a cometer ese acto de infidelidad pues no es un mito... debe de haber hombres fieles, mas me imagino que en un numero muy muy <strong>reducido</strong>, digamos un 1% fiel contra un 99% infiel ?",El espacio para convivir es reducido.,Los fondos para el arte se han reducido.
513481649,7/30/2014 22:47:20,true,1338400542,,7/30/2014 22:45:07,false,neodev,0.7619,11020476,ARG,01,Munro,186.138.219.195,yes,reducido,yes,"uff pues de plano no, pero si nos referimos a cometer ese acto de infidelidad pues no es un mito... debe de haber hombres fieles, mas me imagino que en un numero muy muy <strong>reducido</strong>, digamos un 1% fiel contra un 99% infiel ?",El espacio para convivir es reducido.,Los fondos para el arte se han reducido.
513481650,7/30/2014 21:54:14,false,1338360086,,7/30/2014 21:51:56,false,clixsense,0.875,20874950,ARG,01,Munro,181.167.169.53,yes,deberia,,<strong>deberia</strong> de haber un Torneo de eliminacion directa ida y vuelta... seria chido que resuciten la Copa INKA,Debería ser difícil para tu familia.,La casa debería construirse en dos semanas.
513481650,7/30/2014 22:03:07,false,1338367385,,7/30/2014 22:01:54,false,neodev,0.9231,18768786,ARG,01,Necochea,200.89.154.130,yes,deberia,,<strong>deberia</strong> de haber un Torneo de eliminacion directa ida y vuelta... seria chido que resuciten la Copa INKA,Debería ser difícil para tu familia.,La casa debería construirse en dos semanas.
513481650,7/30/2014 22:05:13,false,1338369201,,7/30/2014 22:03:47,false,neodev,0.8889,28741632,CHL,01,Valparaiso,190.161.220.158,yes,deberia,,<strong>deberia</strong> de haber un Torneo de eliminacion directa ida y vuelta... seria chido que resuciten la Copa INKA,Debería ser difícil para tu familia.,La casa debería construirse en dos semanas.
513481651,7/30/2014 21:47:16,true,1338353907,,7/30/2014 21:43:56,false,clixsense,0.875,20874950,ARG,01,Munro,181.167.169.53,yes,suena,yes,Suena bonito ¿no? pero lamentablemente solo <strong>suena</strong> bonito...ya que no es cierto.,Tu idea me suena bien.,Las bocinas suenan demasiado fuerte.
513481651,7/30/2014 21:57:56,true,1338363266,,7/30/2014 21:54:12,false,tremorgames,0.7143,16655810,PER,15,Lima,190.113.213.176,yes,suena,yes,Suena bonito ¿no? pero lamentablemente solo <strong>suena</strong> bonito...ya que no es cierto.,Tu idea me suena bien.,Las bocinas suenan demasiado fuerte.
513481651,7/30/2014 22:34:46,true,1338392378,,7/30/2014 22:06:56,false,dollarsignup,0.75,15413003,MEX,06,Cuauhtémoc,189.217.133.213,yes,suena,yes,Suena bonito ¿no? pero lamentablemente solo <strong>suena</strong> bonito...ya que no es cierto.,Tu idea me suena bien.,Las bocinas suenan demasiado fuerte.
513481651,7/30/2014 22:39:50,true,1338395830,,7/30/2014 22:34:21,false,neodev,0.9231,18768786,ARG,01,Necochea,200.89.154.130,yes,suena,yes,Suena bonito ¿no? pero lamentablemente solo <strong>suena</strong> bonito...ya que no es cierto.,Tu idea me suena bien.,Las bocinas suenan demasiado fuerte.
513481651,7/30/2014 22:47:48,true,1338400885,,7/30/2014 22:42:31,false,neodev,0.8,21698983,ECU,10,Guayaquil,190.130.158.68,yes,suena,yes,Suena bonito ¿no? pero lamentablemente solo <strong>suena</strong> bonito...ya que no es cierto.,Tu idea me suena bien.,Las bocinas suenan demasiado fuerte.
513481651,7/30/2014 22:51:04,true,1338403433,,7/30/2014 22:50:18,false,neodev,0.7619,11020476,ARG,01,Munro,186.138.219.195,yes,suena,yes,Suena bonito ¿no? pero lamentablemente solo <strong>suena</strong> bonito...ya que no es cierto.,Tu idea me suena bien.,Las bocinas suenan demasiado fuerte.
513481651,7/30/2014 23:16:10,true,1338420140,,7/30/2014 23:12:40,false,clixsense,1.0,20730278,ARG,01,Caseros,186.182.194.93,yes,suena,yes,Suena bonito ¿no? pero lamentablemente solo <strong>suena</strong> bonito...ya que no es cierto.,Tu idea me suena bien.,Las bocinas suenan demasiado fuerte.
513481651,7/30/2014 23:23:30,true,1338424995,,7/30/2014 23:23:16,false,prizeplank,0.8824,14442314,CHL,12,Santiago,179.8.146.191,yes,suena,yes,Suena bonito ¿no? pero lamentablemente solo <strong>suena</strong> bonito...ya que no es cierto.,Tu idea me suena bien.,Las bocinas suenan demasiado fuerte.
513481652,7/30/2014 22:09:47,false,1338372644,,7/30/2014 22:08:33,false,neodev,0.8889,28741632,CHL,01,Valparaiso,190.161.220.158,yes,a veces,,"Y <strong>a veces</strong> aunke no logico te gana le sentimiento al pensar y dejas la razon a un lado, no por justificarlo tampoco...",A veces puedo ser un poco molesto.,Otro
513481652,7/30/2014 22:09:53,false,1338372738,,7/30/2014 22:07:45,false,neodev,0.9231,18768786,ARG,01,Necochea,200.89.154.130,yes,a veces,,"Y <strong>a veces</strong> aunke no logico te gana le sentimiento al pensar y dejas la razon a un lado, no por justificarlo tampoco...",A veces puedo ser un poco molesto.,Otro
513481652,7/30/2014 22:56:14,false,1338407168,,7/30/2014 22:53:20,false,clixsense,0.75,14529443,MEX,"","",201.138.172.159,no,a veces,,"Y <strong>a veces</strong> aunke no logico te gana le sentimiento al pensar y dejas la razon a un lado, no por justificarlo tampoco...",A veces puedo ser un poco molesto.,Otro
513481653,7/30/2014 22:20:50,false,1338382612,,7/30/2014 22:19:54,false,neodev,0.9231,18768786,ARG,01,Necochea,200.89.154.130,yes,parcialmente,,"Para sobrevivir una persona necesita sustentar las necesidades básicas de alimentación, salud, vestido y salubridad, el 80% de la población peruana no puede sustentar sus necesidades básicas o lo hace <strong>parcialmente</strong>, por lo que se dividen entre la pobreza y extrema pobreza.",Lo que dices es parcialmente verdadero.,Otro
513481653,7/30/2014 22:48:14,false,1338401243,,7/30/2014 22:47:22,false,neodev,0.7619,11020476,ARG,01,Munro,186.138.219.195,yes,parcialmente,,"Para sobrevivir una persona necesita sustentar las necesidades básicas de alimentación, salud, vestido y salubridad, el 80% de la población peruana no puede sustentar sus necesidades básicas o lo hace <strong>parcialmente</strong>, por lo que se dividen entre la pobreza y extrema pobreza.",Lo que dices es parcialmente verdadero.,Otro
513481653,7/30/2014 23:04:40,false,1338412895,,7/30/2014 23:01:42,false,neodev,0.8,21698983,ECU,10,Guayaquil,190.130.158.68,no,parcialmente,,"Para sobrevivir una persona necesita sustentar las necesidades básicas de alimentación, salud, vestido y salubridad, el 80% de la población peruana no puede sustentar sus necesidades básicas o lo hace <strong>parcialmente</strong>, por lo que se dividen entre la pobreza y extrema pobreza.",Lo que dices es parcialmente verdadero.,Otro
513481654,7/30/2014 22:03:52,true,1338368003,,7/30/2014 22:01:12,false,neodev,1.0,20488007,ARG,01,Munro,181.167.169.53,yes,mas o menos,yes,Si tomas un carro de fiori esta <strong>mas o menos</strong> 40 soles (en fecha de no fiesta) y para fiestas patrias sube hasta 100 soles.,Me dijeron más o menos qué tengo que hacer.,Usa más o menos azúcar de acuerdo a tu gusto.
513481654,7/30/2014 22:08:31,true,1338371583,,7/30/2014 22:07:31,false,neodev,0.8889,28741632,CHL,01,Valparaiso,190.161.220.158,yes,mas o menos,yes,Si tomas un carro de fiori esta <strong>mas o menos</strong> 40 soles (en fecha de no fiesta) y para fiestas patrias sube hasta 100 soles.,Me dijeron más o menos qué tengo que hacer.,Usa más o menos azúcar de acuerdo a tu gusto.
513481654,7/30/2014 22:34:46,true,1338392381,true,7/30/2014 22:06:56,false,dollarsignup,0.75,15413003,MEX,06,Cuauhtémoc,189.217.133.213,no,mas o menos,yes,Si tomas un carro de fiori esta <strong>mas o menos</strong> 40 soles (en fecha de no fiesta) y para fiestas patrias sube hasta 100 soles.,Me dijeron más o menos qué tengo que hacer.,Usa más o menos azúcar de acuerdo a tu gusto.
513481654,7/30/2014 22:44:08,true,1338398595,,7/30/2014 22:39:53,false,neodev,0.9231,18768786,ARG,01,Necochea,200.89.154.130,yes,mas o menos,yes,Si tomas un carro de fiori esta <strong>mas o menos</strong> 40 soles (en fecha de no fiesta) y para fiestas patrias sube hasta 100 soles.,Me dijeron más o menos qué tengo que hacer.,Usa más o menos azúcar de acuerdo a tu gusto.
513481654,7/30/2014 22:47:20,true,1338400548,,7/30/2014 22:45:07,false,neodev,0.7619,11020476,ARG,01,Munro,186.138.219.195,yes,mas o menos,yes,Si tomas un carro de fiori esta <strong>mas o menos</strong> 40 soles (en fecha de no fiesta) y para fiestas patrias sube hasta 100 soles.,Me dijeron más o menos qué tengo que hacer.,Usa más o menos azúcar de acuerdo a tu gusto.
513481655,7/30/2014 21:51:54,false,1338358044,,7/30/2014 21:50:03,false,clixsense,0.875,20874950,ARG,01,Munro,181.167.169.53,yes,aproximadamente,,"Le Championnat tendria nuevo lider a falta de 13 fechas, el Montpellier con su triunfo de hoy y la derrota del PSG por 4-2 ante Lyon (aun falta 30 minutos <strong>aproximadamente</strong>).",La pared mide aproximadamente 15 metros.,Otro
513481655,7/30/2014 21:55:03,false,1338360736,,7/30/2014 21:53:08,false,neodev,0.9231,18768786,ARG,01,Necochea,200.89.154.130,yes,aproximadamente,,"Le Championnat tendria nuevo lider a falta de 13 fechas, el Montpellier con su triunfo de hoy y la derrota del PSG por 4-2 ante Lyon (aun falta 30 minutos <strong>aproximadamente</strong>).",La pared mide aproximadamente 15 metros.,Otro
