segment	proposition	belief_type
que todo tiene una causa, no podemos afirmar nada, la sociedad debe esperar	debe	NH
considero que ya lo he explicado y como digo lo sigo viendo absurdo.	considero	HREL
fuera bueno que los buses solo sean de "Dos carriles" por así decirlo y puedan pasar volteados los dos y no causar malentendidos, pero en los custers van hasta de tres y uno no tiene opción de pasar sin "rozar" a algun@, y buses me atrevería a decir que hasta de cuatro personas entran creo  (rara vez voy en buses).. solo nos queda esperar un reordenamiento para la cantidad de personas que deben entrar en los buses, que diiiiiiicen que será dentro de un par de años ....	rara vez	HPROP
seguramente que ya sucedió.	seguramente	HREL
Sii obio después de semejante desicion tan crucial; si es el segundo cargo mas importante del pais, ahi se ve que no es una desicion politica sino legal pues no hay intereses politiqueros ya que si fuera asi seria un costo politico que nadie quisiera asumir; ; lo que me pregunto es por que centran su queja en el procurador; la procuraduria es un organismo de control y eso que el hizo es legal, constitucional ahi no hay nada que hacer; habria que cambiar es la constitucion y no atacar al procurador.	se ve	HREL
La forma en que la descentralizacion se da en el pais es la principal causante tal vez si en el Peru hubiera Estados que se generen sus propios ingresos y no dependan del gobierno central hubiera mayor crecimiento como en Brasil, Mexico y el mismo Estados Unidos donde cada Estado esta super desarrollado lo cual evita que haya magnetismo de migraciones hacia la capital	tal vez	HREL
Por fortuna, los Parlamentos de Europa sabrán seguramente estar en sintonía con la inmensa mayoría de las familias europeas, a las que urge ayudar en su noble misión y que ahora se verían injustamente equiparadas a esta clase de 'uniones', por esta resolución, que en ninguna forma tiene auténtico valor de ley o de orientación obligante.	seguramente	HREL
Tampoco entiendo por qué los homosexuales tendrían mucho que hacer para lograr el respeto.	entiendo	NH
A don Felicísimo de la Torre también se le podrían pedir más explicaciones sobre sus puntos de vista a la hora de enjuiciar las declaraciones de Gustavo Bueno, y espero que cuando se entere de la existencia de estos Foros desarrolle su pensamiento (pediré que le manden un correo desde Este de Madrid).	espero	HREL
es que los wachiturros y pandilleros han desarrolado un nuevo tipo de español asumo y la gente de miraflores o lugares donde vive gente mas o menos educada habla mejor asumo	asumo	HREL
La uso frecuentemente y esta bien para mi.	frecuentemente	HPROP
¿acaso que no se puede sino poner la carita de siervo compungido cuando se nos mira desde arriba?, es decir, cuando el presentador o presentadora de turno s echa una mirada como diciéndonos: oye, no me ha gustado esa salida de tono tuya.O te controlas o no vuelves más aquí...del estilo de lo que hace sardá en crónicas marcuanas, mas o menos, eso es al parecer lo que le gusta a nuestro crítico periodísitco de la TV.	más o menos	HPROP
Miren yo viajo frecuentemente a BsAs y he tenido la suerte de ir a ver varias pelis a las salas IMAX, (Batman fue la ultima que vi ahi).	frecuentemente	HPROP
Bueno yo veo al futbol en la forma artistica...como la musica.....pueden haber jugadores tecnicamente bien dotados pero si no hay sentimiento para mi no sirve....como aficionado claro esta; como DT la perspectiva cambia.	tecnicamente	NH
Durante este mes 13 personas fueron asesinadas en una reunión familiar en las montañas de Chihuahua, incluyendo a varios adolescentes a un niño de 4 años y a un bebé de 16 meses.	varios	HPROP
suena un tanto absurdo, algo asi como ke en tu jardin tienes frutas y como tu familia tiene problemas y son desunidos, pues voy te saco la gran p.. y me kedo con tu jardin para administrarlo debidamente y dejandoles a ti y a tu famila la oportunidad de reflexionar.	suena	HREL
Pero me parece que no lo consigue (da de lado el asunto en los siguientes mensajes).	parece	HREL
el Sr. Franco superintendente de la escuela, dijo que los colegios han absorbido aproximadamente 50 estudiantes de México desde el año pasado, un incremento del 10% en matrícula.. Muchos de los nuevos estudiantes no hablan inglés y están tratándose el trauma del asesinato de sus familiares	aproximadamente	HPROP
Simpatía infalible pero no se puede volver atrás	puede	NH
En este nuevo programa todos lo proveedores son locales al lugar donde dan los alimentos y es virtualmente imposible controlar eso, conociendo como es el peruano típico de corrupto no faltan los funcionarios que compran cosas malogradas o vencidas para tirarse la plata, o los proveedores que por ahorrar costos producen cualquier cosa en condiciones antihigiénicas.	virtualmente	HPROP
no se porque tiene que ser seguidor de alguno de los tres mequetrefes para votar por uno?	no sé	HREL
Pero podrias comprar el KILLZONE TRILOGY que incluye el killzone 1,2 y 3.	podrías	HREL
No obstante, raramente se ha constatado en humanos la capacidad de producir óvulos y espermatozoides al mismo tiempo, ya que típicamente uno de los dos tipos no se desarrolla correctamente.	raramente	HPROP
Q1: alguien me dijo que podria tener un problema en la placa	podría	HREL
Franco victorioso entra en Madrid a bordo de un Hispano-Suiza J12, parcialmente descapotado.	parcialmente	HPROP
Se me hace que debe ser medio difícil, para un hombre, poder entrar con la cajita en el bolsillo, hoy en día los de seguridad están cada vez peores y es fija que te van a hacer bardo, en cambio una mujer en la cartera la puede entrar a cualquier lugar re tranqui.	medio	HPROP
Por el rostro, por el buen fisico, por tener todo en su sitio sin aparentemente tener alguna zona operada, por no tener manos de hombre... le veo un aire a Ana Karina Copello, quiza si se mantiene se vea como ella en algunos años mas adelante	quizá	HREL
a veces veo que mucha gente se empecina en tener la razón.	a veces	HPROP
Por otro lado, no creo que la legalizacion se de en Perú, donde la sociedad es muy prejuicosa.	creo	HREL
Hoy fue el examen de diagnóstico CEPREUNMSM, seguro mañana o el martes estarán vendiendo resuelto ese examen; pondré las preguntas que vinieron en Biología, porfa me corrigen o participen poniendo sus claves (solo pondré letras porque no tengo tiempo de subir imágenes en números)	seguro	HREL
Perdón mi estupidez, no entendí, podrias explicar mejor lo que has dicho?	podrías	HREL
Una pena que algunos alumnos le siguieran el juego :/.	algunos	HPROP
-Lo de facilitar negocios, y logros,incluso políticos, viene aparejado a las relaciones que se pudieran adquirir al participar en esta sociedad, pero sería usualmente en forma extra-logia...	usualmente	HPROP
Lo que el masculismo o los criticos del feminismo repelen es que se trata al varón como un ser esencialmente violento con la mujer; así de simple.	esencialmente	HPROP
Primero, es especies o es niveles de conciencia, no es lo mismo; si hubiera una especie como la humana pero con alas (por decir algo) sería probablemente más compleja en cuanto a especie pero no en cuanto a nivel de conciencia.	por decir algo	HPROP
-Buena elección, La ropa probablemente no te hubiera quedado	probablemente	HREL
En el evento de estos dias he estado tan estresada que ya no encuentro la salida, como hacerle para que mi herman0 tenga una vida sin temores ni problemas, como entender que su vida no es la mia, y que no debería afectarme tanto como hasta ahora lo a hecho.	encuentro	HREL
Yo no he ido nunca a interbank pero si al BCP y dejenme decirles que tengo muy mala experiencia con el banco de credito, yo siempre le tenia un cariño por ser uno de los mas importantes bancos y que sea peruano pero las colas interminables(esto es muy triste ya que el tiempo es oro) y sin solucion en muchas de sus agencias, no te solucionan los problemas adecuadamente en 2 ocasiones he visto como en ventanilla discuten por una tarjeta dañada por el mismo personal del bcp y el cliente tiene salir a hacer su llamada porque el proceso es via telefonico no en plataforma ni ventanilla y dentro del local no hay telefono para tal situacion que se presenta muy frecuentemente y uno esta obligado a salir y hacer su cola.	frecuentemente	HPROP
Si investigas un poco veras que animes de colegialas hay muchos de esos años e incluso te daras cuenta que con lo respecta a ello no hubo mayor innovacion luego del 2000.	un poco	NH
Digamos que virtualmente ya me empieza a preocupar.	virtualmente	HPROP
Como el toro no puede hablar ni defenderse en un lugar donde no es su habitat, entonces lo torturo y lo mato no?	puede	NH
- No digo eso, a mí no me gustaba, supongo que es una cuestión personal.	supongo	HREL
el pollo por mi rrioba esta 6.8 soles, el huevo 3.80, es verdad que ha subido las cosas, pero normalmente uno trabajando gana mas de 750 soles, por ejemplo por mi zona hay bastantes empresas textiles donde puedes ganar 250 a la semana facilmente y si eres mas habial hasta mas...	bastantes	HPROP
Le ayuda que es joven, su boca es algo grande, eso es bueno (pa los que entienden el coment  ) pero creo que no impactaria mucho ya que tiene un biotipo relativamente conocido, asi que le doy un 7.5/10	relativamente	HPROP
"No creo que Dios quiera exactamente que seamos felices, quiere que seamos capaces de amar y de ser amados, quiere que maduremos, y yo sugiero que precisamente porque Dios nos ama nos concedió el don de sufrir; o por decirlo de otro modo: el dolor es el megáfono que Dios utiliza para despertar a un mundo de sordos; porque somos como bloques de piedra, a partir de los cuales el escultor poco a poco va formando la figura de un hombre, los golpes de su cincel que tanto daño nos hacen también nos hacen más perfectos."	sugiero	HREL
una lastima lo que esta pasando con CUBA, despues de haber ganado casi todas las ediciones del torneo Norceca, hoy quedo relegado al 7mo lugar, claro es obvio que no es por falta jugadoras, por que jugadoras las tiene y de muy buen nivel, solo que por razones que ya sabemos no pueden integrar su seleccion, por eso Cuba tubo que armar una seleccion con puras novatas y menores!!!!!...una lastima espero que con esto los directivos cubanos cambien y hagan algo!!!!...	espero	HREL
No tengo nada en contra de la física, o el sentido de la vista... por decir algo.	por decir algo	HPROP
hay quien trata a los demás como objetos, se les olvida que "arrieros	hay quien	HPROP
Se dieron cuenta de como suena la cabeza del pata en el min 0:35?, y no hace ni m........... las ventajas de ser muy grande	suena	NH
En su caso...sigo esperando...su respuesta de que en que basa su creencia de que no existe dios...Pero veo que su alto umbral de pendejez...no le da mas que para decir que ya ve bastantes pendejos..y aunque se le comprende..	bastantes	HPROP
Incluso hay quien relacionas estos acontecimientos con la telepatía.	hay quien	HPROP
No creo que sea pecado.	creo	HREL
Por qué virtualmente.	virtualmente	HPROP
La Aurora raramente se encuentra por debajo de los 60 kilómetros, y puede extenderse hasta los 1000 kilómetros de altura.	raramente	HPROP
Ahora que eso sea cierto quien sabe.	quién sabe	HREL
La cuestión es que yo no veo la solución en partir de cero, en destruir el sistema que creo que teóricamente está bien enfocado pues tiene en cuenta tanto el potencial positivo del ser humano como también el negativo (el cual es la causa por la que no creo en la anarquía, pues os olvidais de ésta faceta humana), tal vez la solución esté por llegar, pero la veo más cercana en base a una modificación que no a una aniquilación del sistema democrático	tal vez	HREL
basicamente establecía los límites marinos entre Nicaragua y Colombia, y donde se le "regaló" la Costa de Mosquitos a Nicaragua, tomando en cuenta que Nicaragua nunca tuvo soberanía en ninguna de las islas del archipiélago de San Andrés, Providencia, Santa Catalina islas de Roncador y Quitasueño ni en sus respectivos mares...y que ahora quiere reclamar para sí...sin mencionar la plataforma continental...	básicamente	HPROP
Existe distinta frecuencia en corriente alterna y, no tengo claro por qué, lo hace tecnicamente complejo.	tecnicamente	NH
-La probabilidad de obtener obediencia,usualmente descansa en alguna"fe de legitimidad"de la orden y del que ordena por parte del destinatario de ésta...	usualmente	HPROP
No sé cuanto ganará, pero imagino que ha de ser dependiendo donde trabajes.	imagino	HREL
La llevé a la cama el mismo día que la conocí (para que vean sus hábitos sexuales), por cosas del destino nos seguimos viendo ocasionalmente para tirar, hasta que años después se mudó a Lima y el asunto pasó a mayores.	ocasionalmente	HPROP
Enrique Torres Belón, Lampeño y queredor de su pueblo, todas la paredes están cubiertos con restos óseos de aproximadamente mil personas, todas las osamentas fueron extraídas del atrio lo que antiguamente fue cementerio parroquial.Las paredes que cierran este novedoso conjunto es puro mármol negro lo que brinda tremenda elegancia y respeto.	aproximadamente	HPROP
Pero es que aquí, me temo, que el discurso violentista (supongo que será: "que incita a la violencia") lo practicas más tú que los chilenos que conozco y conozco a bastantes.	bastantes	HPROP
Otra cosa que no le encuentro explicación es a la tardanza de la policía en asegurar una escena del crimen, admito que no soy perito, pero es de sentido común pensar que después de 5 horas se pueden alterar las evidencias.	encuentro	HREL
Hablaba del respeto a las ideas, decía que respetar ideas ajenas, no necesariamente es lo correcto, al respetar todas las ideas, se cae en un relativismo tan grande que podríamos terminar aceptando cosas que no son correctas.	necesariamente	HREL
Pasaba por ser, en tercer lugar, esencialmente incesante (recorriendo por su propia virtud una órbita recta o en forma espiral).	esencialmente	HPROP
no se que sentir	no sé	HREL
1) mi humor es un poco frio y enfermo junto con otras cosas que me hacen frio pero un poco loco	un poco	HPROP
Creo que este tema es mas de juegos... quiza deberia estar mejor ahi xd	quizá	HREL
No saldrá vivo sin duda.	sin duda	HREL
Mark Hannegan había dado la vuelta al continente asiático por mas de 1 década, buscando a la gran bestia blanca de la que tanto se había oído hablar, pero ni con los años de experiencia que tenía había podido dar caza al asesino de hombres, al diablo mismo como muchos tildaban o simplemente al gran tigre blanco de la India, magnifico especimen casi mitológico, raramente visto y que era el sueño de todo cazador de la época.	raramente	HPROP
Yo, como tú, también fui católico –por nacimiento- y como la mayoria de todos ellos.	la mayoría	HPROP
Sólo existe una diferencia en la formulación de la misma por parte del ateo, pues en vez de afirmarse, como haría un buddhista, que la Nada Absoluta es la Verdad, se afirma que nada es una verdad absoluta, lo cual conlleva decir practicamente lo mismo pero con un énfasis atenuado.	prácticamente	HPROP
El perro-tlaconete practicamente volvió a nacer cuando aprendió que después de un signo de puntuación va un espacio.	prácticamente	HPROP
A fines de 1982, aproximadamente, el espectro de la VHF (Very High Frecuency) comenzó a llenarse.	aproximadamente	HPROP
un par de flashes tipo perdida de nocion del tiempo... y eso mezclado con que mis amigos no se quedaban quietos.. era como que todo se teletransportaba..	un par	HPROP
mas o menos asi esatn las probabilidades...	más o menos	HPROP
Hola, tengo 20 años mi contextura hace 2 años era delgada y ahora en estos ultimos 2 años mi apetito se ah incrementado (50% mas de lo que comia hace un par de años en toda comida) todo comenzo cuando comenze a comer mas seguido comidas chatarras amburgesas chaufas golosinas sobre todo en las noches, casi no hago ejercicios tengo una vida sedentaria ademas ultimamente eh estado teniendo un pequeño dolor en la columna y ganando mas panza quiero cambiar todo esto, quisiera que me aconsejen por donde empezar que rutina de ejercios hacer, que dieta, que vitaminas consumir estoy decidido al cambio.	seguido	HPROP
Ah si se la agarro cuando era chibola también se especulo que estaba con otras cantantes famosas	especulo	HREL
En cualquier caso, independientemente de la mayor o menor fuerza que pueda tener una intepretación erasmista del Quijote, parece claro que la interpretación erasmista tiene conexiones muy fuertes con una determinada idea de España.	parece	HREL
La única sobreviviente ha sido La negra, una perrita que sufrió la agresión hace más de 20 días y que logró llegar a su hogar, donde su dueña descubrió que tenía la cola pelada, su vagina parcialmente destrozada y cortadas en las patas.	parcialmente	HPROP
00s me parece tiene mas tendencia a revivir algo de los 70s y 80s.	parece	HREL
Que son muchas y usualmente bien despachadas =D..	usualmente	HPROP
México practicamente no obtiene ganancias de la exportación del petróleo.SE me va adecir, seguramente, que no saben administrarlo, que son unos corruptos,etc.Vale, pero es esa la única razón de que ese Estado, que sí es eutáxico, ami juicio, sea considerado como "inferior" a EEUU?, lo digo, porque en el EEUU de Bush Jr. hay mucha corrupción..se habla de cleptocracia o de democracia cleptómana.Hasta en la presna española se hacen eco de las dificultades de Bush ara seguir manteniendo el voto..¿se estarán hartando de esa cleptocracia?.	prácticamente	HPROP
Pues la hemofilia es una enfermedad relativamente tratable.	relativamente	HPROP
bueno falta cultura y educacion por parte de los cobradores, dar boletos y tener buena memoria,no es para tanto contestar mal no me parece bueno aveces la memoria falla pero claro hay cobradores que se quieren pasar de vivos pero no gastemos el higado.=)	parece	HREL
Como te dije, no es lo mismo, tu caso parece mas "complicado" por asi decirlo, pero por ahi te deja mas tranquilo saber que a varios nos pasó bajo ciertas circunstancias y nunca fue un problema mayor, solo un susto pasajero.	varios	HPROP
Ha sido desde hace mucho tiempo considerada como uno de los elefantes blancos del gobierno federal, una planta esencialmente saboteada desde el principio por dificultades presupuestales y técnicas y las caprichosos suministros del río Colorado.	esencialmente	HPROP
¿existen los duentes sólo por el hecho que algunos creen que existe?	algunos	HPROP
algo de mi padre si su buena forma de ser fisicamente no tanto por ahora, pero mas adelante talves me paresca, quien sabe.	quién sabe	HREL
Si se resisten a eliminar el pensamiento combi y se les antoja poner música, sugiero que sea Chillout.	sugiero	HREL
de repente se podría venir un homenaje al finalizar la temporada.	de repente	HPROP
No sé lo filosófico que se considerará ese dicho común, pero supongo que podrá tratarse filosóficamente.	supongo	HREL
Le sugiero utilice su cerebro para discernir entre la buena y mala información.	sugiero	HREL
los unicos que podrian darse el lujo de no trabajar, creo,,,,,,son la familia real inglesa por ejemplo, al igual que otras monarquias similares,,,,,,,pues cada subdito britanico, de su sueldo tiene que tributar a la corona un porcentaje,,,,,,,aqui en Perumanta no hay eso, salvo de alguien que haya heredado propiedades y gane con los cobros de alquiler mensual,,,,he visto gente que se gana asi la vida viviendo y comiendo echao	alguien	HPROP
Curiosamente, Arístegui es un político profesional, y quiza aquí podemos comprobar cómo el canon o modelo político de la división de poderes tipo Montesquieu es ahora ya insuficiente, pues hay una situación tal de confrontación entre Estados, que lo que a mi juicio sólo podemos entender lo que hay en cuanto a la yihad y sus estrategias (ataques bajo la coartada de los comics sobre Mahoma)si vemos que hay una capa cortical (musulmanes del mundo "uníos" bajo la pauta del Corán y Alá atacando ahora con estas manifestaciones que son una auténtica intifada en Europa y en su ortograma con ayuda de la bomba atómica iraní, si la logra fabricar) que busca romper fronteras, es decir, atacar el orden actual,vía la islamización de Europa.	quizá	HREL
O que el PP es un partido democráta cuando se ríe con Barcenas y la bandera de España de los derechos de la mayoria de los españoles hasta obviando que la emigración española hacia Europa no tiene nada que ver con sus decisiones políticas ni con las de sus antecesores.	la mayoría	HPROP
, se que acá la mayoria esta contra de la homosexualidad, y es evidente por sus respuestas sin sentido y memes idiotas , pero aquí no esta solo en juego los derechos gay, sino también el de la mujer, los niños y hasta la dignidad humana, prácticamente el trafico y esclavitud en ese país es legal,y al dictarse este tipo de "opiniones políticas" se pone en riesgo los derechos de esta nación golpeada por la violencia	la mayoría	HPROP
Luego vino el tema de la locura, sobre lo que ahora quiero añadir algo que de repente recuerdo y traigo a colación, para la reflexión de todos.	de repente	HPROP
Porque me llamo ricardo...y 2. Porque soy fan del rey ricardo corazon de leon que enfrento a sladino en las cruzadas, de hecho lo considero un gran personaje y cuya nobleza, valor, grandeza y temple casi estan a la altura del heroe de mi patria: Don Miguel Grau Seminario!!!	considero	NH
Ya en el siglo XIX, durante y después de la llamada Guerra de Castas, se establecieron las haciendas henequeneras en una escala más amplia en todo Yucatán, particularmente en la región centro norte, cuyas tierras tienen la vocación para el cultivo del henequén.	particularmente	HPROP
De las coronas, tambien de las curaciones de los dientes picados que tengo (14! aggggg) y pues de una ortodoncia de los dientes de abajo (los 4 delanteros que andan medio chuekiños).	medio	HPROP
seguramente algo de ti quería salir esa noche salir a pasear por hay sabiendo que esta atrapado dentro de ti para siempre, a mi me gusta ver una película de terror por la noche, mi psiquiatra me dijo que eso me ayuda a sentirme bien con lo que quiero, la verdad me dijo algo diferente hace un año pero yo entendí algo asi...	seguramente	HREL
Yo no pedi que cierren tu tema, seguro no lo harán, aunque es probable que te vuelvan a banear de todos modos, no te cansas de regresar?	seguro	HREL
Chantaje o no, la idea suena bien.	suena	HREL
Y no estoy hablando solo de racismo, sino de multiples situaciones que no tienen nada que ver con ello pero en las cuales se usan pretextos para ocultar los verdaderos motivos, desenmascararlos no es ningun sintoma de acomplejamiento.	multíples	HPROP
Mira, yo lo que noto de diferencia es que las 25i son mucho mas potentes, pero no por eso me gustan mas, la ultima pepa de LSD que tome fue en año nuevo y lo que noto cuando salgo con amigos y colamos es que pegamos una coneccion terrible, las noches son un estallo minuto tras minuto, todo es risa, me dejan re bien para hablar con gente que no conozco, me siento tranquilo por asi decirlo, alucinaciones con LSD tuve pero no muy grandes, y generalmente tuve que tomar bastante para alucinar algo 1 pepa aprox, las de 25i me parece que están buenas hasta sierta medida, 1/4 o 1/2, como dijeron arriba son muy psicodelicas muy flasheras, con media ya tenes una distorsión importante de la realidad y lo que ves jaja, pero no a todo el mundo le gusta mucho eso, a mi me dejan siempre inconforme como que no se que hacer, a parte me hacen sentir muy sarpado con la gente que no conozco, no hay tantas risas, ay gente que le gusta a mi personalmente no.	generalmente	HPROP
Oe pero Mexico ya le clavo 5 a Nueva Zelanda n su último partido asi que...No y ademas mexico tiene un equipo decente, se ve que antes han dejao todo pa ultima hora, seguramente tendran un fallo que ha hecho efecto domino en el equipo; si lo saben encontrar, seguro que levantan cabeza.	seguramente	HREL
a veces dan capitulos curiosos como ese en que la paisana y sus ocasionales patrones fueron atacados por diversos paisanos en la sierra... me parece o en la serie creen que por alla todos son agresivos?	a veces	HPROP
Mmmm... pensándolo bien, tal vez los mariscales ofrecen la errónea explicación de la "conducta normal homosexual de 1500 especies de animales" porque no pueden justificar su desviación desde el complejo punto de vista de un ser humano racional que hace uso de su capacidad intelectual.	tal vez	HREL
Pero sin embargo, nada de eso se exige a un político, alguien que de alguna forma tiene los destinos de un país en sus manos.	alguien	HPROP
de tantas preguntas que me hice..., conteste muy pocas, no se nada	no sé	HREL
Lo que se aplico en el caso de fujimori fue la teoria del dominio del hecho, la cual exime tener que probar la culpabilidad porque se "supone" que el jefe tienen necesariamente que saber pero como dicha teoria no esta regulada en nuestro sistema simplemente (y dicho sea de paso esta reñida con los principios de derecho penal) se dijo que se trata de autoria mediata pero en realidad no es asi.	necesariamente	NH
Primero: consume jugo de sabila, si puedes todos los dias, en las mañanas antes de desayunar, ya que el gel de aloe vera que posee ayudara a tu estomago a limpiar sus paredes e intentar desinflamarlas, y esto acompañalo con bastantes frutas(si puedes con cascara), ya que te ayudaran a tener un mejor proceso digestivo.	bastantes	HPROP
Tu mismo te enriedas, Linea 3 y 4 operando parcialmente en el 2016 ?	parcialmente	HPROP
Solo espero que el puente lo hagan general y no solo a personal de gobierno.	espero	HREL
Italia no tiene a Marruecos.En el caso de España,Marruecos proteje la frontera y no de forma sutil.Las palizas a negros,la caza indiscriminada a tiros y la deportación al medio del Sahara para que se mueran suele ser lo habitual.Por otra parte tenemos vallas en Melilla.De no ser así,entrarían decenas de miles de africanos al año y eso es impermisible.África esta superpoblada y sin des arroyo,allí la gente se matan entre ellos y lo único que saben es emigrar en masa.Una triste realidad.	medio	NH
Se ha hecho una imagen de “crítica” porque ocasionalmente cuestiona al gobierno, al PRI y a los grupos empresariales, pero su principal labor es la de apoyar la ideología “liberal” y denostar todo lo que huela a “izquierda”.	ocasionalmente	HPROP
generalmente nos reunimos frente a las oficinas administrativas.	generalmente	HPROP
basicamente lo que me estás diciendo es que el estándar actual de calidad en tornamesas es muy bajo salvo que pretenda gastar muc ho dinero (más de $1000), lo que me parece demasiado para un tornmesa porque yo no soy un audiófilo.	básicamente	HPROP
Y eso del 90% es exagerado yo diria 50/50 aunque nos digan nacos.	diría	HREL
Les sugiero que miren los vídeos ESPECIALMENTE el ultimo, DE VERGUENZA AJENA	sugiero	HREL
Si de seguro que hacen la tercera,cuarta,quinta,sex ta temporada enfin temporada hay hay para rato solo depende del rating...y conociendo los gustos de la gente tenemos temporadas para rato.	seguro	HREL
2. La designación de Mouriño obedece, sin duda, a la desazón de Calderón ante el desastre de su administración de facto, que muestran hasta las encuestas oficiales, pues la más reciente de Canal 40 establecía que se sigue desplomando en su índice de aprobación, ahora, según ellos, de 41 por ciento, mientras que sólo 29 por ciento estima que tiene las riendas del país, según Milenio Diario (16/1/08), porcentaje que va a descender más ahora con la entronización del gallego que deja a Calderón cada vez más como un bodoque en Los Pinos.	sin duda	HREL
Ambos, pero considero que soy más extrovertida que introvertida, tengo mis momentos.	considero	HREL
Por otro lado, también existe el terrorismo de Estado, que basicamente se identifica con la seguridad jurídica.	básicamente	HPROP
Sería relativamente baja pues 1.70 es bastante superior al promedio femenino en el país.	relativamente	HPROP
Mas pues no puedo saber, de hecho no se de cierto nada, solo lo intuyo o especulo, pero de ahi no puedo pasar.	especulo	HREL
Gracias, le puse acentos, considero las comas están bien para indicar la pausa, use comillas para indicar citas textuales.	considero	HREL
Para nada amigo solo te lleva 3 dias hacerlo (bueno en USA) en Mexico quien sabe.	quién sabe	HREL
disculpa pero me parece un poco errado tu ranking ^^ XD porque supuestamente estas poniendo que el examen de la UNAC es un poco más dificil que el de la UNMSM.... yo no diria lo mismo ya que tengo varios compañeros que han postulado a la UNAC y a la UNMSM y he visto que en la primera han sacado un puntaje más alto que en la segunda haber es como un 12 en SM y un 15 en la UNAC poniendolo a base d 20 y no ha sido uno sino varios ^^	varios	HPROP
´Ta raro, me late que han de ser rollos medio políticos, pero no quiero pecar de "sospechosismos" (Manuel Vega dixit) jajaja	medio	HPROP
Un tipo valiente como yo, no se molesta, no puedo decir lo mismo	no se	NH
setimo ciclo, y bueno no vi necesario dar mas detalles pero tengo amigos de la uni, ya que yo soy alumno cepreuni, y he vsito practicas examenes y cuadernos y no me asusto para nada..tamos al mismo nivel.....bueno hasta hace un par de anios que fue lo ultimo que vi...es mas en general los libros guia de los cursos tocan lo mismo....no entiendo porq aveces esa rivalidad en algunos alumnos tanto pucp como uni.....vamos a ser colegas a las finales....ojo, yo hablo a nivel academico y en electronica, de las demas carreras no tengo conocimiento....pero cuando estuve en cepreuni...los mismos profes decian que era igual......ya saca tu tus conclusiones.....	un par	HPROP
