segment	proposition	belief_type
Le Championnat tendria nuevo lider a falta de 13 fechas, el Montpellier con su triunfo de hoy y la derrota del PSG por 4-2 ante Lyon (aun falta 30 minutos [aproximadamente]).	aproximadamente	HPROP
Lo del foro, he estado en otros, el mas conocido el de la Trinch... pero, la neta, me aburrieron, muy sebos ([principalmente] el de la Trinch... parece que ahí escriben puros niños de primaria), aparte de este (que se me hace el mejor de todos, aunque ahorita este medio solón), estoy en otro que es mas que nada de edificios y arquitectura de las ciudades...	principalmente	HPROP
Pos yo  no se,  ni [entiendo] de qué se escandaliza usted, si el 16 de septiembre festejamos con bombo y platillos, con fuegos artificiales y con balas disparadas al cielo,  con intenciones hasta de matar al criador,   a un cura genocida que gritó que había que colgar a todos los gachupines que se encontraran en la Nueva España	entiendo	HREL
Yo estudie Fìsica Pura en la unac hasta el tercer ciclo de ahi me cambie de carrera a la actual que ya termino, dejame decirte que tenias que estudiar el doble del ritmo, porque todo era demostraciones y abstracciones de conceptos y teorias, [la mayoria] pasabamos con 11 a 12 y el màs capo con 13. aunque vi un alumno que era un verdadero cerebrito (que habrà sido de èl).	la mayoria	HPROP
que todo tiene una causa, no podemos afirmar nada, la sociedad [debe] esperar	debe	NH
Creo que más allá de darte un tiempo con él, [deberias] pensar, muy seriamente si eso es lo que quieres.	deberias	HREL
[considero] que ya lo he explicado y como digo lo sigo viendo absurdo.	considero	HREL
[reducido] el poderío de la escuadra peruana prácticamente al de un solo blindado, el monitor Huáscar, al mando del Almirante Miguel Grau, éste consigue contrarrestar a la poderosa armada chilena, que finalmente logra darle caza el8 de octubre, frente a punta Angamos.	reducido	HPROP
"fuera bueno que los buses solo sean de ""Dos carriles"" por así decirlo y puedan pasar volteados los dos y no causar malentendidos, pero en los custers van hasta de tres y uno no tiene opción de pasar sin ""rozar"" a algun@, y buses me atrevería a decir que hasta de cuatro personas entran creo  ([rara vez] voy en buses).. solo nos queda esperar un reordenamiento para la cantidad de personas que deben entrar en los buses, que diiiiiiicen que será dentro de un par de años ...."	rara vez	HPROP
Una vez dada la alerta sobre el tiroteo, otras escuelas cercanas, así como el Colegio Comunitario Arapahoe y varios centros comerciales permanecieron cerrados durante [casi] dos horas, hasta que el alguacil Robinson indicó que ya había pasado el peligro.	casi	HPROP
La creencia en la existencia en un dios depende [mas o menos] un tanto por ciento en la fe que tu tengas sobre ese hecho y un tanto por ciento en el razocinio, la creencia en la no existencia de un dios yo dirìa que es exactamente lo mismo.	mas o menos	HPROP
Le dan bastante enfoque a las Finanzas (se podria decir que son los mejores en esta area), por eso el hecho de que casi siempre quedan primeros en los cursos de la SBS y/o de la BVL, esto (supongo) que se podria deber a que varios de sus profesores son economistas con MBA (basta revisar su plana docente), lo cual no esta mal ya que cursos como Finanzas, Evaluacion de Proyectos, Gestion Financiera, entre otros son [usualmente] dictados por profesores con esos grados (Lic.	usualmente	HPROP
Ya somos [varios]... y si cuesta...	varios	HPROP
yo vivo solo desde hace 10 años, aunque soy un poco irresponsable, trabajo cuando quiero, como lo que quiero, duermo hasta la hora que quiera, todos mis gastos los asumo yo, ahora estoy un poco mal de salud talvez [algun] dia muera	algun	HPROP
[seguramente] que ya sucedió.	seguramente	HREL
Sii obio después de semejante desicion tan crucial; si es el segundo cargo mas importante del pais, ahi [se ve] que no es una desicion politica sino legal pues no hay intereses politiqueros ya que si fuera asi seria un costo politico que nadie quisiera asumir; ; lo que me pregunto es por que centran su queja en el procurador; la procuraduria es un organismo de control y eso que el hizo es legal, constitucional ahi no hay nada que hacer; habria que cambiar es la constitucion y no atacar al procurador.	se ve	HREL
"Ja ""seguramente"" esos cantantes de los paises del beisbol Panama y Rebublica Dominicana seguramente conocen muy buen la realidad del futbol peruano y sus hinchadas, y nadie les impuso nada sobre algun equipo jajajaj por eso son una voz autoridad para hablar de popularidad y grandeza jjajajajaj, y tu detalle con un afan provocativo lo de la ""grandeza"" pero bueno tu creencia la [podrias] crear tema para no desvirtuar aqui."	podrias	HREL
La forma en que la descentralizacion se da en el pais es la principal causante [tal vez] si en el Peru hubiera Estados que se generen sus propios ingresos y no dependan del gobierno central hubiera mayor crecimiento como en Brasil, Mexico y el mismo Estados Unidos donde cada Estado esta super desarrollado lo cual evita que haya magnetismo de migraciones hacia la capital	tal vez	HREL
en esot ambien [deberias] madurar.	deberias	NH
Pero suena como los republicanos pendejos de por aca ahi la va [un poco] de clases de socioeconomia	un poco	NH
Por fortuna, los Parlamentos de Europa sabrán [seguramente] estar en sintonía con la inmensa mayoría de las familias europeas, a las que urge ayudar en su noble misión y que ahora se verían injustamente equiparadas a esta clase de 'uniones', por esta resolución, que en ninguna forma tiene auténtico valor de ley o de orientación obligante.	seguramente	HREL
Yo también he [seguido] Dragon Ball y sigo Naruto, y a decir verdad, por más que Naruto me parezca entretenido; Dragon Ball, por suma de diferentes factores; será el anime más popular que se ha dado; simplemente porque sigue en vigencia a pesar de sus capítulos repetidos y demás, de vez en cuando lo veo con mi sobrino y mi hermano mayor.	seguido	HPROP
Un público que, además, ha participado activamente en su desarrollo, en los coloquios que han [seguido] a cada exposición.	seguido	NH
Tampoco [entiendo] por qué los homosexuales tendrían mucho que hacer para lograr el respeto.	entiendo	NH
A don Felicísimo de la Torre también se le podrían pedir más explicaciones sobre sus puntos de vista a la hora de enjuiciar las declaraciones de Gustavo Bueno, y [espero] que cuando se entere de la existencia de estos Foros desarrolle su pensamiento (pediré que le manden un correo desde Este de Madrid).	espero	HREL
es que los wachiturros y pandilleros han desarrolado un nuevo tipo de español asumo y la gente de miraflores o lugares donde vive gente mas o menos educada habla mejor [asumo]	asumo	HREL
La uso [frecuentemente] y esta bien para mi.	frecuentemente	HPROP
¿acaso que no se puede sino poner la carita de siervo compungido cuando se nos mira desde arriba?, es decir, cuando el presentador o presentadora de turno s echa una mirada como diciéndonos: oye, no me ha gustado esa salida de tono tuya.O te controlas o no vuelves más aquí...del estilo de lo que hace sardá en crónicas marcuanas, [mas o menos], eso es al parecer lo que le gusta a nuestro crítico periodísitco de la TV.	mas o menos	HPROP
se critica lo que [se ve], a Mouriñito se le criticó la desatención a los niños hasta el punto de que hubo 20 desmayados.	se ve	NH
fijate slang que en forma personal no veo [algo] malo en que se llame este PRECIOSO SITIO foros mexico.	algo	NH
Miren yo viajo [frecuentemente] a BsAs y he tenido la suerte de ir a ver varias pelis a las salas IMAX, (Batman fue la ultima que vi ahi).	frecuentemente	HPROP
Bueno yo veo al futbol en la forma artistica...como la musica.....pueden haber jugadores [tecnicamente] bien dotados pero si no hay sentimiento para mi no sirve....como aficionado claro esta; como DT la perspectiva cambia.	tecnicamente	NH
Durante este mes 13 personas fueron asesinadas en una reunión familiar en las montañas de Chihuahua, incluyendo a [varios] adolescentes a un niño de 4 años y a un bebé de 16 meses.	varios	HPROP
Y más cuando... En [algunos] casos... Algunos se hicieron pasar por padres biológicos(hablo de familias heterosexuales).	algunos	NH
[suena] un tanto absurdo, algo asi como ke en tu jardin tienes frutas y como tu familia tiene problemas y son desunidos, pues voy te saco la gran p.. y me kedo con tu jardin para administrarlo debidamente y dejandoles a ti y a tu famila la oportunidad de reflexionar.	suena	HREL
Pero me [parece] que no lo consigue (da de lado el asunto en los siguientes mensajes).	parece	HREL
como usted dice es un ahorro forzado,pero cada uno debería ahorrar pero porque yo tengo que sacar de la mia ?? O en [algun] momento se le descuenta al trabajador?	algun	HPROP
el Sr. Franco superintendente de la escuela, dijo que los colegios han absorbido [aproximadamente] 50 estudiantes de México desde el año pasado, un incremento del 10% en matrícula.. Muchos de los nuevos estudiantes no hablan inglés y están tratándose el trauma del asesinato de sus familiares	aproximadamente	HPROP
-Ahora que la mujer trabaja, no [hay quien] se encargue de los ninos.	hay quien	HPROP
Simpatía infalible pero no se [puede] volver atrás	puede	NH
En este nuevo programa todos lo proveedores son locales al lugar donde dan los alimentos y es [virtualmente] imposible controlar eso, conociendo como es el peruano típico de corrupto no faltan los funcionarios que compran cosas malogradas o vencidas para tirarse la plata, o los proveedores que por ahorrar costos producen cualquier cosa en condiciones antihigiénicas.	virtualmente	HPROP
[no se] porque tiene que ser seguidor de alguno de los tres mequetrefes para votar por uno?	no se	HREL
Pero [podrias] comprar el KILLZONE TRILOGY que incluye el killzone 1,2 y 3.	podrias	HREL
No obstante, [raramente] se ha constatado en humanos la capacidad de producir óvulos y espermatozoides al mismo tiempo, ya que típicamente uno de los dos tipos no se desarrolla correctamente.	raramente	HPROP
A ver qué pasa, lo que [se ve], es que esperan mucho de Obama, en su gobierno, incluso ya países árabes y gobiernos bananeros, lo ven con buena cara.	se ve	HREL
Q1: alguien me dijo que [podria] tener un problema en la placa	podria	HREL
¿Usted ha visto a López Dóriga, a Loret, o al articulista que le guste de derecha “reconocer” [alguna] vez algo?	alguna	HPROP
son tus gustos personales eso no quiere decir que ahi esten las mas bonitas, en todo caso no conosco todo el peru no [podria] decirte	podria	NH
Franco victorioso entra en Madrid a bordo de un Hispano-Suiza J12, [parcialmente] descapotado.	parcialmente	HPROP
Se me hace que debe ser [medio] difícil, para un hombre, poder entrar con la cajita en el bolsillo, hoy en día los de seguridad están cada vez peores y es fija que te van a hacer bardo, en cambio una mujer en la cartera la puede entrar a cualquier lugar re tranqui.	medio	HPROP
has visto a un gay estar cojiendo enla calle?? yo la verdad nunca, es mas te voy a contar algo, por donde vivo, se paran un chingo de trasvesti, lo que yo he visto es que [hay quien] los llega a buscar y en carro, la mayoria son mayores de edad y saben a lo que van, nollegan engañados.	hay quien	HPROP
Lo [siento] por los foristas normales, pero se juntó la tribu de los....resentidos.....	siento	HREL
Por el rostro, por el buen fisico, por tener todo en su sitio sin aparentemente tener alguna zona operada, por no tener manos de hombre... le veo un aire a Ana Karina Copello, [quiza] si se mantiene se vea como ella en algunos años mas adelante	quiza	HREL
[a veces] veo que mucha gente se empecina en tener la razón.	a veces	HPROP
[siento] vergüenza ajena pobre chibolo paltomiel xD	siento	NH
De cara está en [debe], pero tiene actitud de traviesa y, sobre todo, buen anibal smith	debe	HREL
lo que mencionas en tu post es [algo] muy superficial y basico, hay diferentes variantes de los satanistas y satanicos.	algo	HPROP
Por otro lado, no [creo] que la legalizacion se de en Perú, donde la sociedad es muy prejuicosa.	creo	HREL
[probablemente ]estemos haciendo una el 15/11 con Schweizer y Vazquez.	probablemente	HREL
En lugar de aceptar una recesión económica normal que [ocasionalmente] ocurre en cualquier sistema capitalista, el Gobierno de Estados Unidos decidió inflar el mercado inmobiliario.	ocasionalmente	HPROP
Vienes bien con un floro que no [entiendo], que no capto, que no alucino.	entiendo	NH
Ya no te [encuentro]	encuentro	NH
Hoy fue el examen de diagnóstico CEPREUNMSM, [seguro] mañana o el martes estarán vendiendo resuelto ese examen; pondré las preguntas que vinieron en Biología, porfa me corrigen o participen poniendo sus claves (solo pondré letras porque no tengo tiempo de subir imágenes en números)	seguro	HREL
Perdón mi estupidez, no entendí, [podrias] explicar mejor lo que has dicho?	podrias	HREL
Una pena que [algunos] alumnos le siguieran el juego :/.	algunos	HPROP
Actualmente juega en el Consadole Sapporo, pero se [especulo] que fue fichado por equipos como el Manchester United, Yorkshire (CT3-SNES) y Napoli.	especulo	HREL
-Lo de facilitar negocios, y logros,incluso políticos, viene aparejado a las relaciones que se pudieran adquirir al participar en esta sociedad, pero sería [usualmente] en forma extra-logia...	usualmente	HPROP
Lo que el masculismo o los criticos del feminismo repelen es que se trata al varón como un ser [esencialmente] violento con la mujer; así de simple.	esencialmente	HPROP
Primero, es especies o es niveles de conciencia, no es lo mismo; si hubiera una especie como la humana pero con alas ([por decir algo]) sería probablemente más compleja en cuanto a especie pero no en cuanto a nivel de conciencia.	por decir algo	HPROP
-Buena elección, La ropa [probablemente ]no te hubiera quedado	probablemente	HREL
En el evento de estos dias he estado tan estresada que ya no [encuentro] la salida, como hacerle para que mi herman0 tenga una vida sin temores ni problemas, como entender que su vida no es la mia, y que no debería afectarme tanto como hasta ahora lo a hecho.	encuentro	HREL
Yo creo que Gisela se quedo sin piso, osea cuando jalo a Vania Bludau penso en que [podria] armar el circo con Cristian Dominguez, pero hasta ahora el chichero solo se presto una vez para la jugada (al parecer sin saberlo) cuando la busco pero de ahi que se metio con la Tarazona, que es del nueve, mas el programa que le prometen alli perdio la abuela...	podria	NH
Yo no he ido nunca a interbank pero si al BCP y dejenme decirles que tengo muy mala experiencia con el banco de credito, yo siempre le tenia un cariño por ser uno de los mas importantes bancos y que sea peruano pero las colas interminables(esto es muy triste ya que el tiempo es oro) y sin solucion en muchas de sus agencias, no te solucionan los problemas adecuadamente en 2 ocasiones he visto como en ventanilla discuten por una tarjeta dañada por el mismo personal del bcp y el cliente tiene salir a hacer su llamada porque el proceso es via telefonico no en plataforma ni ventanilla y dentro del local no hay telefono para tal situacion que se presenta muy [frecuentemente] y uno esta obligado a salir y hacer su cola.	frecuentemente	HPROP
Si investigas [un poco] veras que animes de colegialas hay muchos de esos años e incluso te daras cuenta que con lo respecta a ello no hubo mayor innovacion luego del 2000.	un poco	NH
Digamos que [virtualmente] ya me empieza a preocupar.	virtualmente	HPROP
Como el toro no [puede] hablar ni defenderse en un lugar donde no es su habitat, entonces lo torturo y lo mato no?	puede	NH
Si mi dinero allá es muy [poco], quizas aquí sea mucho, o lo adecuado.	poco	NH
- No digo eso, a mí no me gustaba, [supongo] que es una cuestión personal.	supongo	HREL
el pollo por mi rrioba esta 6.8 soles, el huevo 3.80, es verdad que ha subido las cosas, pero normalmente uno trabajando gana mas de 750 soles, por ejemplo por mi zona hay [bastantes] empresas textiles donde puedes ganar 250 a la semana facilmente y si eres mas habial hasta mas...	bastantes	HPROP
no lo escuche, pero me [imagino] como habra sido de agresiva esa feminista, esas tipas son achoradas	imagino	HREL
En cuanto a perjudicar a mexas, lo [siento] por quienes venden articulos piratas, aunque no faltaran quienes sigan prefiriendo favorecer sus intereses personales que los del paìs, fui a ver al chinito del restaurant pero no pude hablar con èl porque tenia lleno el changarro hasta el tope NUNCA habia recibido tanta publicidad, TODA la ciudad coincidimos en que era un victima inocente y el bloqueo (QUE NO ORGANICÈ YO) solo durò media hora, creo que mañana saldra una entrevista que me hicieron en el nuevo periodico de la ciudad JUAREZ HOY	siento	HREL
Que tal, a continuacion publico unos gundams que estoy trayendo me llegan en aproximadamente 3 semanas, si alguien desea [alguno] aviseme con anticipacion para separarlo sin adelantos ni nada, pero eso si solo si estan 100% interesados, los precios estan ya reajustados, cualquier cosa me comunican.	alguno	NH
Le ayuda que es joven, su boca es algo grande, eso es bueno (pa los que entienden el coment  ) pero creo que no impactaria mucho ya que tiene un biotipo [relativamente] conocido, asi que le doy un 7.5/10	relativamente	HPROP
[tecnicamente] sería explorar un nuevo terreno en medio de un desastre, y podría empeorar.”	tecnicamente	NH
"""No creo que Dios quiera exactamente que seamos felices, quiere que seamos capaces de amar y de ser amados, quiere que maduremos, y yo [sugiero] que precisamente porque Dios nos ama nos concedió el don de sufrir; o por decirlo de otro modo: el dolor es el megáfono que Dios utiliza para despertar a un mundo de sordos; porque somos como bloques de piedra, a partir de los cuales el escultor poco a poco va formando la figura de un hombre, los golpes de su cincel que tanto daño nos hacen también nos hacen más perfectos."""	sugiero	HREL
una lastima lo que esta pasando con CUBA, despues de haber ganado casi todas las ediciones del torneo Norceca, hoy quedo relegado al 7mo lugar, claro es obvio que no es por falta jugadoras, por que jugadoras las tiene y de muy buen nivel, solo que por razones que ya sabemos no pueden integrar su seleccion, por eso Cuba tubo que armar una seleccion con puras novatas y menores!!!!!...una lastima [espero] que con esto los directivos cubanos cambien y hagan algo!!!!...	espero	HREL
No tengo nada en contra de la física, o el sentido de la vista... [por decir algo].	por decir algo	HPROP
Avila de leeejos, puede jugar en cualquiera de las posiciones de ataque y [casi] siempre lo hace bien.	casi	HPROP
"[hay quien] trata a los demás como objetos, se les olvida que ""arrieros"	hay quien	HPROP
usa muy bien su publicidad del magnesol antes decía cura ahora la cambio a puede curar o [puede] evitar de esa manera ya la puede barajear.	puede	HREL
Consideró que no es [algo] que pueda tomarse a la ligera.	algo	HPROP
Se dieron cuenta de como [suena] la cabeza del pata en el min 0:35?, y no hace ni m........... las ventajas de ser muy grande	suena	NH
Seria bueno que estudien un poco acerca de los incoterms, [un poco] de seguro de transporte y algo de procedimiento aduanero para que no sean engañados.	un poco	HPROP
En su caso...sigo esperando...su respuesta de que en que basa su creencia de que no existe dios...Pero veo que su alto umbral de pendejez...no le da mas que para decir que ya ve [bastantes] pendejos..y aunque se le comprende..	bastantes	HPROP
Digo [por decir algo].	por decir algo	HPROP
las maquinas no [necesariamente] tienen desgaste cada año ó dos, eso es ser demaciado pesimista, se supone que cada 6 meses se tiene que dar su mantenimiento preventivo,actualizacion de windows,y otros factores,lo que si de hecho se desgasta son los teclados,mause y audifono(para esto la mejor solución son los parlantes que te dura para siempre)	necesariamente	HREL
Incluso [hay quien] relacionas estos acontecimientos con la telepatía.	hay quien	HPROP
quedó medio [reducido] a astillas, volcado y cruzado barreando el puente.	reducido	NH
¿[aparentemente] más atractivos?	aparentemente	HPROP
No [creo] que sea pecado.	creo	HREL
Por qué [virtualmente].	virtualmente	HPROP
La Aurora [raramente] se encuentra por debajo de los 60 kilómetros, y puede extenderse hasta los 1000 kilómetros de altura.	raramente	HPROP
[tecnicamente] en los colegios del cono norte se ah vuelto algo asi	tecnicamente	HPROP
Ahora que eso sea cierto [quien sabe].	quien sabe	HREL
Y yo les respondí que Japon salio de la edad media en el año de 1860 y 70 años después le declaro la guerra a USA donde [practicamente] salieron destruidos y 60 años después son lideres en tecnología de todo tipo...... Porque ellos si... y nosotros no??	practicamente	HPROP
La cuestión es que yo no veo la solución en partir de cero, en destruir el sistema que creo que teóricamente está bien enfocado pues tiene en cuenta tanto el potencial positivo del ser humano como también el negativo (el cual es la causa por la que no creo en la anarquía, pues os olvidais de ésta faceta humana), [tal vez] la solución esté por llegar, pero la veo más cercana en base a una modificación que no a una aniquilación del sistema democrático	tal vez	HREL
Ya imaginamos el mundial sub 17 así que ye tenemos [mas o menos] una idea de como es eso...	mas o menos	HPROP
En México el efectivo es [relativamente] fácil de lavar, dicen los funcionarios de coacción de la ley.	relativamente	HPROP
Sin embargo, ok, no me gustó como estaba vestido, es [bastante] chinchoso, a mucha gente le cae mal, creo que hizo una versión muy personal, a mi me gustó, pero no me encantó.	bastante	HPROP
[aparentemente] no son MD pero la verdad se sentia como que si lo fuera, es raro.	aparentemente	HPROP
"[basicamente] establecía los límites marinos entre Nicaragua y Colombia, y donde se le ""regaló"" la Costa de Mosquitos a Nicaragua, tomando en cuenta que Nicaragua nunca tuvo soberanía en ninguna de las islas del archipiélago de San Andrés, Providencia, Santa Catalina islas de Roncador y Quitasueño ni en sus respectivos mares...y que ahora quiere reclamar para sí...sin mencionar la plataforma continental..."	basicamente	HPROP
y el pri esta muy calladito he ?. y los [multiples] grupitos en espera de que ?	multiples	HPROP
El tema trata de los más sobrevalorados de Yo soy; pero alguien [deberia] también hacer una lista de aquellos imitadores que sí dieron la talla en todas las temporadas.	deberia	HREL
"Con respecto a tus dientes, probablemente lo que tengas son ""grietas"" mínimas a nivel del esmalte que no necesariamente están ligadas a tu dieta; más que probable se deba a un problema en tu oclusión dentaria, es decir, que al masticar, cerrar la boca con fuerza, etc. tus dientes estén recibiendo una fuerza excesiva que hacen que poco a [poco] su esmalte se pueda rajar mínimamente, o quizás estés masticando alimentos duros, o tengas algunos hábitos con la boca (ej: morder lapiceros, morderte las uñas, etc.) que estén ocasionando este problema; así que habría que evaluar eso y corregir la causa."	poco	NH
El [encuentro], válido por el Grupo C, cerró la primera jornada de la competencia el miércoles 18 de septiembre.	encuentro	HREL
Existe distinta frecuencia en corriente alterna y, no tengo claro por qué, lo hace [tecnicamente] complejo.	tecnicamente	NH
"-La probabilidad de obtener obediencia,[usualmente] descansa en alguna""fe de legitimidad""de la orden y del que ordena por parte del destinatario de ésta..."	usualmente	HPROP
No sé cuanto ganará, pero [imagino] que ha de ser dependiendo donde trabajes.	imagino	HREL
[tal vez] si, pero yo personalmente creo que no, es algo introducido por la vida, por el ser.	tal vez	HREL
La llevé a la cama el mismo día que la conocí (para que vean sus hábitos sexuales), por cosas del destino nos seguimos viendo [ocasionalmente] para tirar, hasta que años después se mudó a Lima y el asunto pasó a mayores.	ocasionalmente	HPROP
Enrique Torres Belón, Lampeño y queredor de su pueblo, todas la paredes están cubiertos con restos óseos de [aproximadamente] mil personas, todas las osamentas fueron extraídas del atrio lo que antiguamente fue cementerio parroquial.Las paredes que cierran este novedoso conjunto es puro mármol negro lo que brinda tremenda elegancia y respeto.	aproximadamente	HPROP
"Pero es que aquí, me temo, que el discurso violentista (supongo que será: ""que incita a la violencia"") lo practicas más tú que los chilenos que conozco y conozco a [bastantes]."	bastantes	HPROP
Otra cosa que no le [encuentro] explicación es a la tardanza de la policía en asegurar una escena del crimen, admito que no soy perito, pero es de sentido común pensar que después de 5 horas se pueden alterar las evidencias.	encuentro	HREL
Hablaba del respeto a las ideas, decía que respetar ideas ajenas, no [necesariamente] es lo correcto, al respetar todas las ideas, se cae en un relativismo tan grande que podríamos terminar aceptando cosas que no son correctas.	necesariamente	HREL
Y [entiendo] perfectamente a Regísima.	entiendo	HREL
Pasaba por ser, en tercer lugar, [esencialmente] incesante (recorriendo por su propia virtud una órbita recta o en forma espiral).	esencialmente	HPROP
[no se] que sentir	no se	HREL
1) mi humor es un poco frio y enfermo junto con otras cosas que me hacen frio pero [un poco] loco	un poco	HPROP
Creo que este tema es mas de juegos... [quiza] deberia estar mejor ahi xd	quiza	HREL
No saldrá vivo [sin duda].	sin duda	HREL
"La chacota es aparte, y dicho sea de paso, algunos de plano rayan en el plan mediocre, pero bueno, se entiende que ese es ""el plan"" y cada [quien sabe] si le sigue o se da la vuelta."	quien sabe	HREL
“Fue un recorrido apoteósico… Unas mulas eran nuestro [medio] de transporte en grandes partes del camino”, señala Eduardo Marcuzzi, argentino: “Pues nos tomó cerca de dos días llegar a la zona más alta de lugar, La Puna de Ticllaymarca”.	medio	HPROP
Mark Hannegan había dado la vuelta al continente asiático por mas de 1 década, buscando a la gran bestia blanca de la que tanto se había oído hablar, pero ni con los años de experiencia que tenía había podido dar caza al asesino de hombres, al diablo mismo como muchos tildaban o simplemente al gran tigre blanco de la India, magnifico especimen casi mitológico, [raramente] visto y que era el sueño de todo cazador de la época.	raramente	HPROP
Yo, como tú, también fui católico –por nacimiento- y como [la mayoria] de todos ellos.	la mayoria	HPROP
Es como el doc en su tema de el seguimiento economico habla ahora si de obama esto obama alla, pero en lo obamazos no lo bajo de negro mulato, solo cunado les conviene entonces si es como [debe] de ser	debe	NH
Sólo existe una diferencia en la formulación de la misma por parte del ateo, pues en vez de afirmarse, como haría un buddhista, que la Nada Absoluta es la Verdad, se afirma que nada es una verdad absoluta, lo cual conlleva decir [practicamente] lo mismo pero con un énfasis atenuado.	practicamente	HPROP
El perro-tlaconete [practicamente] volvió a nacer cuando aprendió que después de un signo de puntuación va un espacio.	practicamente	HPROP
todo es un desastre me [siento] vacío	siento	NH
A fines de 1982, [aproximadamente], el espectro de la VHF (Very High Frecuency) comenzó a llenarse.	aproximadamente	HPROP
[un par] de flashes tipo perdida de nocion del tiempo... y eso mezclado con que mis amigos no se quedaban quietos.. era como que todo se teletransportaba..	un par	HPROP
[mas o menos] asi esatn las probabilidades...	mas o menos	HPROP
Saludos a todos, desde aca la tierra que atrapo al sol y como [diria] un slogan de un anterior municipe.....Mexicali en movimiento, pero completito llevamos alrededor de 39 temblores en todo el dia...estamos todos bien, salvo el sustillo del momento, porque aunque tengo casi 34 añitos viviendo aqui y sabemos que es zona sismica, nunca se habian presentado como estos, tan seguidos y medio fuertes, sobre todo que vienen combinados, trepidatorios y oscilatorios, en la tienda como tenemos ramos colgados en la pared, se mueven mucho y los vidrios de los aparadores y de la vitrina, que dicho de paso es muy grande y esta llena de cositas de cristal (copas, lazos y rosarios).	diria	NH
Yo tampoco quiero ser admin, personalmente [propongo] a Denzil, me lo imagino como una persona serena y formal, que hará lo correcto cuando se requiera.	propongo	NH
Hola, tengo 20 años mi contextura hace 2 años era delgada y ahora en estos ultimos 2 años mi apetito se ah incrementado (50% mas de lo que comia hace un par de años en toda comida) todo comenzo cuando comenze a comer mas [seguido] comidas chatarras amburgesas chaufas golosinas sobre todo en las noches, casi no hago ejercicios tengo una vida sedentaria ademas ultimamente eh estado teniendo un pequeño dolor en la columna y ganando mas panza quiero cambiar todo esto, quisiera que me aconsejen por donde empezar que rutina de ejercios hacer, que dieta, que vitaminas consumir estoy decidido al cambio.	seguido	HPROP
